X,Y,Price,Square_Feet,Address,Date_Sold
-112.500041,34.541411,"$380,000","1,476","1710 W Thumb Butte Rd, Prescott, AZ 86305",12/23/2022
-112.472941,34.780515,"$380,000","1,302","2396 Mohave St, Chino Valley, AZ 86323",9/13/2022
-112.268357,34.537212,"$380,000","3,000","11295 Henderson Rd, Dewey, AZ 86327",10/3/2022
-112.271304,34.556242,"$380,000","1,536","11120 E Turquoise Cir, Dewey, AZ 86327",12/5/2022
-111.79456,34.640374,"$380,000","2,066","3235 E Maybe Manana Way, Camp Verde, AZ 86335",2/7/2023
-111.781285,34.642403,"$380,000","1,044","5040 N Montezuma Ave, Rimrock, AZ 86335",11/4/2022
-112.02177,34.726596,"$380,000","2,015","640 Silver Springs Cir, Cottonwood, AZ 86326",11/30/2022
-112.357317,34.598754,"$380,000","1,369","3862 N Marden Ln, Prescott Valley, AZ 86314",1/31/2023
-112.22721,34.395329,"$380,000","2,178","13431 E Leo Cir, Mayer, AZ 86333",12/19/2022
-112.500041,34.541411,"$380,000","1,488","1710 Thumb Butte Rd, Prescott, AZ 86305",12/23/2022
-112.310753,34.592653,"$382,000","1,568","3429 N Constance Dr, Prescott Valley, AZ 86314",9/14/2022
-112.316104,34.618499,"$383,000","1,362","5253 N Pinto Dr, Prescott Valley, AZ 86314",8/18/2022
-111.975095,34.697595,"$383,000","1,246","2346 S Rio Verde Dr, Cottonwood, AZ 86326",9/19/2022
-112.320808,34.623182,"$384,000","1,257","5549 N Wickiup Rd, Prescott Valley, AZ 86314",10/12/2022
-112.490728,34.474511,"$385,000","861","4535 S Ponderosa Park Rd, Prescott, AZ 86303",9/2/2022
-112.437128,34.597096,"$385,000","1,084","1866 Amber Ct, Prescott, AZ 86301",12/16/2022
-112.514894,34.547407,"$385,000","1,610","316 Circle P Dr, Prescott, AZ 86303",8/29/2022
-112.476526,34.571918,"$385,000","1,296","650 W Delano Ave, Prescott, AZ 86301",11/8/2022
-112.261198,34.55209,"$385,000","1,748","635 N Corral Cir, Dewey, AZ 86327",12/30/2022
-112.013427,34.715538,"$385,000","1,745","1318 S Wild Burro Dr, Cottonwood, AZ 86326",9/13/2022
-112.335267,34.651239,"$385,000","1,269","7390 E Plateau Ridge Rd, Prescott Valley, AZ 86315",10/7/2022
-112.343626,34.618718,"$385,000","1,223","5251 N Celestine Ct, Prescott Valley, AZ 86314",10/6/2022
-112.24156,34.55198,"$385,000","1,470","12803 E Delgado St, Dewey, AZ 86327",1/24/2023
-112.46926,34.724106,"$385,000","1,680","1160 W Road 3 S, Chino Valley, AZ 86323",9/23/2022
-111.971648,34.72997,"$385,000","1,752","5029 E Cedar Creek Dr, Cornville, AZ 86325",11/28/2022
-112.333362,34.659485,"$385,000","1,410","8095 N Winding Trl, Prescott Valley, AZ 86315",1/27/2023
-112.514894,34.547407,"$385,000","1,727","316 N Circle P Dr, Prescott, AZ 86303",8/30/2022
-112.323276,34.605211,"$385,000","1,498","4360 N Sauter Dr W, Prescott Valley, AZ 86314",10/12/2022
-112.054227,34.767521,"$385,632","1,642","337 Laughing Hill Dr, Clarkdale, AZ 86324",12/22/2022
-112.317082,34.613876,"$386,000","1,396","4947 N Harlequin Dr, Prescott Valley, AZ 86314",10/5/2022
-112.318758,34.593055,"$386,000","1,430","8405 E Sommer Dr, Prescott Valley, AZ 86314",9/15/2022
-112.483129,34.574677,"$386,000","2,136","2000 Willow Creek Rd, Prescott, AZ 86301",12/5/2022
-112.295241,34.613875,"$386,000","1,516","9701 E Rancho Vista Dr, Prescott Valley, AZ 86314",11/29/2022
-112.034275,34.717595,"$386,000","1,512","1202 S Pioneer Dr, Cottonwood, AZ 86326",12/15/2022
-112.060422,34.76536,"$386,167","1,926","516 Chinaberry Dr, Clarkdale, AZ 86324",8/30/2022
-112.26192,34.560524,"$387,000","1,524","11673 E Manzanita Trl, Dewey, AZ 86327",8/26/2022
-111.875839,34.603166,"$387,000","640","2280 N Private Dr, Camp Verde, AZ 86322",9/8/2022
-112.335282,34.652605,"$387,000","1,425","7621 N Winding Trl, Prescott Valley, AZ 86315",1/19/2023
-112.446146,34.595887,"$387,000","1,457","3085 Cabezon Ln, Prescott, AZ 86301",10/7/2022
-112.317268,34.596464,"$388,300","1,360","8492 E Sommer Dr, Prescott Valley, AZ 86314",8/31/2022
-112.355273,34.595231,"$388,400","1,750","6290 Round Table Dr, Prescott Valley, AZ 86314",11/25/2022
-111.978961,34.69744,"$389,000","1,230","2358 S Eastern Dr, Cottonwood, AZ 86326",9/30/2022
-112.3144,34.597642,"$389,500","1,417","3734 N Sharon Dr, Prescott Valley, AZ 86314",12/13/2022
-112.44243,34.785599,"$389,900","1,938","2708 Georgia Ave, Chino Valley, AZ 86323",12/29/2022
-112.343719,34.587935,"$390,000","1,380","3121 N Pleasant View Dr, Prescott Valley, AZ 86314",9/1/2022
-112.339694,34.629499,"$390,000","1,330","7131 E Silver Lode Dr, Prescott Valley, AZ 86314",2/10/2023
-112.4884,34.474591,"$390,000","1,050","1347 W Quartz Rd, Prescott, AZ 86303",9/22/2022
-112.300621,34.607266,"$390,000","1,646","9340 E Serpentine Ln, Prescott Valley, AZ 86314",10/13/2022
-112.012402,34.706857,"$390,000","1,405","1384 E Bow Maker Trl, Cottonwood, AZ 86326",10/11/2022
-112.336362,34.649883,"$390,000","1,263","7392 N Summit View Dr, Prescott Valley, AZ 86315",9/9/2022
-112.39116,34.452074,"$390,000","1,152","6575 S Midnight Snap Ln, Prescott, AZ 86303",9/12/2022
-112.334964,34.60079,"$392,000","1,658","7400 E Long Look Dr, Prescott Valley, AZ 86314",11/2/2022
-112.308283,34.620959,"$393,000","2,166","5416 N Concho Dr, Prescott Valley, AZ 86314",1/13/2023
-112.046938,34.734104,"$394,000","1,278","1825 W Wagon Wheel Rd, Cottonwood, AZ 86326",1/20/2023
-112.416271,34.605884,"$394,620","1,140","2760 E Granite Gardens Dr, Prescott, AZ 86301",12/20/2022
-112.454567,34.532291,"$395,000","1,924","690 Pauley Dr, Prescott, AZ 86303",12/13/2022
-112.751594,34.292141,"$395,000","1,421","17633 S Tawny Ln, Peeples Valley, AZ 86332",9/1/2022
-112.294053,34.602374,"$395,000","1,554","4132 N La Jolla Dr, Prescott Valley, AZ 86314",8/31/2022
-112.060282,34.753932,"$395,000","1,540","978 Lanny Ln, Clarkdale, AZ 86324",9/15/2022
-112.048918,34.735022,"$395,000","1,278","274 S Wild Horse Way, Cottonwood, AZ 86326",9/27/2022
-112.338184,34.649299,"$395,000","1,414","7451 N Pinnacle Pass Dr, Prescott Valley, AZ 86315",12/19/2022
-112.303539,34.609621,"$395,000","1,983","9334 E Spouse Dr, Prescott Valley, AZ 86314",10/27/2022
-112.331927,34.649584,"$395,000","1,550","7625 E Rabbit Brush Ln, Prescott Valley, AZ 86315",8/24/2022
-112.439365,34.754657,"$395,000","1,415","1447 Taft Ave, Chino Valley, AZ 86323",9/6/2022
-112.439365,34.754657,"$395,000","1,415","1447 Taft Ave #1, Chino Valley, AZ 86323",9/6/2022
-112.276846,34.558429,"$396,000","1,664","1053 N Arrowhead Ln, Dewey, AZ 86327",9/19/2022
-112.021136,34.705882,"$396,000","1,567","669 E Desert Jewel Dr, Cottonwood, AZ 86326",11/4/2022
-112.026087,34.720231,"$396,000","1,609","1061 S Vista Grande Dr, Cottonwood, AZ 86326",1/13/2023
-111.972207,34.729125,"$396,000","1,556","5035 E Catalina Ct, Cornville, AZ 86325",1/12/2023
-112.019086,34.725497,"$397,000","1,772","752 S 8th St, Cottonwood, AZ 86326",8/30/2022
-112.048359,34.736278,"$397,999","1,278","1925 W Trail Blazer Dr, Cottonwood, AZ 86326",9/13/2022
-112.330121,34.606362,"$398,000","1,846","7683 E Buena Vista Dr, Prescott Valley, AZ 86314",11/21/2022
-112.350473,34.627244,"$398,900","1,223","6497 E Kilkenny Pl, Prescott Valley, AZ 86314",9/22/2022
-112.387204,34.56105,"$399,000","1,341","835 Sunrise Blvd, Prescott, AZ 86301",10/4/2022
-112.263527,34.55185,"$399,000","2,054","11573 E Turquoise Cir, Dewey, AZ 86327",12/1/2022
-111.788319,34.630797,"$399,000","1,824","3564 E Rimrock Dr, Rimrock, AZ 86335",12/6/2022
-112.022471,34.746112,"$399,000","1,439","812 N 6th St, Cottonwood, AZ 86326",9/30/2022
-111.796097,34.86939,"$399,000","807","160 Budd Way, Sedona, AZ 86336",1/27/2023
-112.010586,34.722608,"$399,000","1,487","1525 E Crestview Dr, Cottonwood, AZ 86326",11/29/2022
-112.298594,34.614711,"$399,000","1,613","9501 E Manley Dr, Prescott Valley, AZ 86314",11/16/2022
-112.337743,34.655109,"$399,000","1,542","7834 N Sage Vis, Prescott Valley, AZ 86315",11/28/2022
-111.959212,34.722868,"$399,000","1,597","890 S Desert Sunset Dr, Cornville, AZ 86325",12/2/2022
-112.345349,34.607339,"$399,500","1,522","6820 E Falon Ct, Prescott Valley, AZ 86314",12/20/2022
-112.384476,34.559616,"$399,900","1,314","4612 E Donna Dr, Prescott, AZ 86301",8/29/2022
-112.364988,34.571314,"$399,900","1,226","1768 E Mulberry, Prescott Valley, AZ 86314",11/23/2022
-112.506746,34.581545,"$399,900","1,037","2218 N Madora Ln, Prescott, AZ 86305",9/13/2022
-112.05609,34.754563,"$399,900","1,650","740 Lisa St, Clarkdale, AZ 86324",9/30/2022
-112.238332,34.547044,"$399,900","1,637","12985 E Santiago St, Dewey, AZ 86327",11/30/2022
-112.015666,34.706483,"$399,900","1,807","1045 E Bow Maker Trl #7, Cottonwood, AZ 86326",12/23/2022
-112.517763,34.584089,"$400,000","1,384","10 Shadow Vista St, Prescott, AZ 86305",10/20/2022
-112.502883,34.639067,"$400,000","1,034","6730 N Lariat Ln, Prescott, AZ 86305",8/30/2022
-112.42116,34.642912,"$400,000","1,328","2191 Clubhouse Dr, Prescott, AZ 86301",12/30/2022
-112.322263,34.618967,"$400,000","1,355","5260 N Long Rifle Rd, Prescott Valley, AZ 86314",8/30/2022
-112.486863,34.540961,"$400,000","1,275","1100 Smoki Ave, Prescott, AZ 86303",1/12/2023
-112.261974,34.556988,"$400,000","1,580","992 N Stirrup High Dr W, Dewey, AZ 86327",8/19/2022
-112.002496,34.707699,"$400,000","1,806","1738 S Cactus Wren Rd, Cottonwood, AZ 86326",9/30/2022
-112.337902,34.654169,"$400,000","1,512","7777 N Rambling Ln, Prescott Valley, AZ 86315",12/16/2022
-112.337339,34.655429,"$400,000","1,587","7837 N Sage Vis, Prescott Valley, AZ 86315",10/31/2022
-112.236702,34.546738,"$400,000","1,888","13076 E Madrid St, Dewey, AZ 86327",10/17/2022
-112.034107,34.720496,"$400,000","1,600","514 W Whipple Dr, Cottonwood, AZ 86326",12/29/2022
-112.240333,34.551521,"$400,000","1,286","12870 E Rico St, Dewey, AZ 86327",10/28/2022
-111.970996,34.728573,"$400,000","1,449","5111 E Hermosa Dr, Cornville, AZ 86325",10/27/2022
-112.334654,34.660584,"$400,000","1,804","8152 N Command Point Dr, Prescott Valley, AZ 86315",1/25/2023
-112.425432,34.757292,"$400,000","1,434","800 Newton Way, Chino Valley, AZ 86323",9/21/2022
-112.48269,34.870367,"$400,000","2,333","22375 N Sunny Ln, Paulden, AZ 86334",10/12/2022
-111.769394,34.647701,"$400,000","1,702","4620 E Barbara Ct, Rimrock, AZ 86335",2/7/2023
-112.334654,34.660584,"$400,000","1,804","8152 N Command Point Dr LOT 1112, Prescott Valley, AZ 86315",1/25/2023
-112.517764,34.584068,"$400,000","1,384","10 Shadow Vista St #4, Prescott, AZ 86305",10/20/2022
-112.240008,34.558853,"$401,800","1,530","12893 E Barreto St, Dewey, AZ 86327",12/29/2022
-112.316197,34.624724,"$402,000","1,315","5668 N Roadrunner Dr, Prescott Valley, AZ 86314",11/18/2022
-112.448494,34.729717,"$402,350","1,437","977 Parkway Ct, Chino Valley, AZ 86323",1/25/2023
-112.337841,34.657123,"$404,000","2,014","7967 N Sage Vis, Prescott Valley, AZ 86315",9/30/2022
-112.4685,34.534766,"$404,975","947","433 S Cortez St, Prescott, AZ 86303",11/16/2022
-112.570442,34.556222,"$405,000","1,152","1066 N Skyline Dr, Prescott, AZ 86305",9/30/2022
-112.341158,34.646703,"$405,000","1,515","7213 N Pinnacle Pass Dr, Prescott Valley, AZ 86315",11/17/2022
-112.49487,34.473716,"$405,000","1,236","1653 W Diana St, Prescott, AZ 86303",9/23/2022
-112.505628,34.543698,"$405,000","1,342","1911 Rocky Dells Dr, Prescott, AZ 86303",8/24/2022
-112.481695,34.576005,"$405,000","1,170","2025 Willow Creek Rd, Prescott, AZ 86301",10/28/2022
-112.0342,34.74081,"$405,000","1,310","111 N Verde Heights Dr, Cottonwood, AZ 86326",9/16/2022
-111.973837,34.699969,"$405,000","1,340","4813 E Brigade Cir, Cottonwood, AZ 86326",12/15/2022
-112.479106,34.747278,"$405,000","1,787","520 S Firesky Ln, Chino Valley, AZ 86323",12/16/2022
-112.240786,34.551214,"$405,000","1,484","12845 E Rico St, Dewey, AZ 86327",10/12/2022
-112.235747,34.548422,"$405,000","1,484","403 N Ensenada St, Dewey, AZ 86327",12/7/2022
-112.354092,34.598427,"$405,000","1,484","6363 E Boothwyn St, Prescott Valley, AZ 86314",8/19/2022
-112.34487,34.559847,"$405,000","1,734","1156 N Rigo Ranch Rd, Prescott Valley, AZ 86314",11/29/2022
-112.311199,34.621997,"$405,000","1,414","8721 E Rio Way, Prescott Valley, AZ 86314",10/5/2022
-112.357683,34.607326,"$405,000","1,473","4513 N Dryden St, Prescott Valley, AZ 86314",12/16/2022
-112.239263,34.555172,"$405,100","1,467","12932 E Vega St, Dewey, AZ 86327",12/7/2022
-112.28942,34.526708,"$405,898","1,428","11005 E Pagosa Way, Dewey, AZ 86327",12/15/2022
-112.028984,34.719741,"$406,000","1,586","1049 S Monte Tesoro Dr, Cottonwood, AZ 86326",11/7/2022
-112.236528,34.547047,"$407,000","1,484","13085 E Santiago St, Dewey, AZ 86327",10/18/2022
-112.353308,34.610073,"$407,000","1,638","6361 E Andover Ln, Prescott Valley, AZ 86314",1/26/2023
-112.236514,34.547045,"$407,000","1,484","13085 E Santiago St LOT 123, Dewey, AZ 86327",10/18/2022
-111.849849,34.565877,"$407,500","1,956","281 E Silver Bugle Dr, Camp Verde, AZ 86322",10/24/2022
-112.684742,34.451606,"$408,000","1,722","12615 W Armistad Ln, Skull Valley, AZ 86338",10/14/2022
-112.312775,34.62193,"$410,000","1,507","8659 E Ringo Dr, Prescott Valley, AZ 86314",11/29/2022
-112.46996,34.581846,"$410,000","2,210","2285 Sandia Dr, Prescott, AZ 86301",12/2/2022
-112.3704,34.470932,"$410,000","1,138","3520 E Walker Rd, Prescott, AZ 86303",1/4/2023
-112.391311,34.446214,"$410,000","1,250","4216 E Heavenly Heights Loop, Prescott, AZ 86303",11/7/2022
-112.299032,34.603872,"$410,000","2,389","4200 N Cypress Cir, Prescott Valley, AZ 86314",1/3/2023
-111.781239,34.627674,"$410,000","1,660","3985 E Montezuma Ave, Rimrock, AZ 86335",1/11/2023
-112.258264,34.55224,"$410,000","2,448","672 N Old Chisholm Trl, Dewey, AZ 86327",10/21/2022
-112.337752,34.653572,"$410,000","1,587","7757 N Rambling Ln, Prescott Valley, AZ 86315",10/28/2022
-112.347716,34.603512,"$410,000","1,478","4206 N Providence Rd, Prescott Valley, AZ 86314",11/22/2022
-112.291117,34.614247,"$410,000","1,505","4950 N Reavis Dr, Prescott Valley, AZ 86314",12/12/2022
-112.32097,34.602224,"$410,000","1,547","4115 N Robert Rd, Prescott Valley, AZ 86314",10/14/2022
-112.312775,34.62193,"$410,000","1,507","8659 E Ringo Dr LOT 6219, Prescott Valley, AZ 86314",11/29/2022
-112.347734,34.603496,"$410,000","1,478","4206 N Providence Rd LOT 1480, Prescott Valley, AZ 86314",11/22/2022
-112.461799,34.592309,"$410,500","1,142","3131 Table Lands Rd, Prescott, AZ 86301",2/8/2023
-112.348645,34.626704,"$411,800","1,358","6625 E Sandhurst Dr, Prescott Valley, AZ 86314",11/22/2022
-112.400322,34.550982,"$412,000","1,862","4715 Budsage Ct, Prescott, AZ 86301",11/18/2022
-112.41375,34.472094,"$414,000","1,176","2675 E Preddy Loop, Prescott, AZ 86303",8/22/2022
-112.58874,34.410728,"$414,000","2,059","9424 S Steven Trl, Kirkland, AZ 86332",10/21/2022
-112.31345,34.620282,"$415,000","1,524","5358 N Cord Dr, Prescott Valley, AZ 86314",11/30/2022
-112.472615,34.582072,"$415,000","1,300","2260 Alta Vista Pl, Prescott, AZ 86301",12/20/2022
-111.977564,34.693758,"$415,000","1,800","4542 E Butte Dr, Cottonwood, AZ 86326",12/1/2022
-111.985127,34.697247,"$415,000","1,774","1973 S Puma Cir, Cottonwood, AZ 86326",11/18/2022
-112.030101,34.717557,"$415,000","1,726","1229 S Monte Tesoro Dr, Cottonwood, AZ 86326",1/27/2023
-112.454949,34.537056,"$415,000","1,500","214 Jacob Ln, Prescott, AZ 86303",8/31/2022
-112.485687,34.789268,"$415,000","1,244","2145 W Road 4 N, Chino Valley, AZ 86323",11/8/2022
-112.223798,34.386496,"$415,000","1,865","10872 S Banjo Ln, Mayer, AZ 86333",8/30/2022
-112.35834,34.616139,"$416,962","1,998","5124 Fairmount Ct, Prescott Valley, AZ 86314",11/8/2022
-112.045192,34.727884,"$417,000","1,309","591 Glenshire Ln, Cottonwood, AZ 86326",2/10/2023
-112.238378,34.553698,"$417,500","1,685","12984 E Toro St, Dewey, AZ 86327",9/29/2022
-112.439507,34.751829,"$418,000","1,424","1427 Essex Way, Chino Valley, AZ 86323",9/6/2022
-112.47767,34.791622,"$418,000","1,292","1660 Bumblebee Rd, Chino Valley, AZ 86323",9/27/2022
-112.489704,34.525788,"$418,500","832","1049 W Canyon Dr, Prescott, AZ 86303",11/7/2022
-112.434478,34.750178,"$418,500","1,770","371 Grafton Ct, Chino Valley, AZ 86323",8/26/2022
-112.29715,34.600604,"$419,000","1,688","9566 E Superstition Dr, Prescott Valley, AZ 86314",11/20/2022
-112.435647,34.753939,"$419,789","2,173","1632 Bainbridge Ln, Chino Valley, AZ 86323",12/29/2022
-112.31043,34.622658,"$420,000","1,453","8770 E Bay Cir, Prescott Valley, AZ 86314",9/15/2022
-112.341012,34.606615,"$420,000","1,468","7060 E Wren Dr, Prescott Valley, AZ 86314",10/13/2022
-112.488333,34.764279,"$420,000","1,078","2290 W Canta Libre Rd, Chino Valley, AZ 86323",12/21/2022
-112.302203,34.609288,"$420,000","1,474","9277 E Spouse Dr, Prescott Valley, AZ 86314",10/3/2022
-112.294264,34.614303,"$420,000","1,562","4951 N Del Rio Cir, Prescott Valley, AZ 86314",9/2/2022
-112.022719,34.721605,"$420,000","1,782","959 S 6th St, Cottonwood, AZ 86326",9/19/2022
-112.011993,34.719166,"$420,000","1,310","1119 S 13th Pl, Cottonwood, AZ 86326",10/12/2022
-112.043515,34.735512,"$420,000","1,278","252 S Maverick Way, Cottonwood, AZ 86326",8/30/2022
-112.333754,34.649193,"$420,000","1,508","7481 E Peak Pl, Prescott Valley, AZ 86315",1/17/2023
-112.338421,34.646461,"$420,000","1,674","7199 N Viewscape Dr, Prescott Valley, AZ 86315",1/18/2023
-112.46174,34.601408,"$420,000","1,467","3369 Orchid Way, Prescott, AZ 86305",10/14/2022
-112.239636,34.546754,"$420,000","1,956","12912 E Madrid St, Dewey, AZ 86327",8/31/2022
-112.354337,34.627171,"$420,000","1,435","5876 N Elton Pl, Prescott Valley, AZ 86314",1/17/2023
-112.487655,34.536741,"$421,900","2,944","1211 Country Club Dr, Prescott, AZ 86303",9/20/2022
-112.060701,34.766374,"$422,000","1,780","841 Eugene Rd, Clarkdale, AZ 86324",11/23/2022
-111.985528,34.708158,"$423,000","1,701","3813 E El Paso Dr, Cottonwood, AZ 86326",11/22/2022
-112.334219,34.654112,"$423,000","1,425","7714 N Winding Trl, Prescott Valley, AZ 86315",1/25/2023
-112.357292,34.605641,"$423,400","1,487","4365 N Chadds Ford Rd, Prescott Valley, AZ 86314",12/5/2022
-112.463674,34.606175,"$424,000","1,388","3380 Aster Dr, Prescott, AZ 86305",1/25/2023
-112.051293,34.743935,"$424,500","1,750","450 Casner Dr, Clarkdale, AZ 86324",2/3/2023
-112.473546,34.531663,"$425,000","1,404","408 White Spar Rd, Prescott, AZ 86303",12/23/2022
-112.475487,34.576626,"$425,000","1,572","611 Vista Del Cerro St, Prescott, AZ 86301",8/24/2022
-112.509912,34.718353,"$425,000","1,985","3455 W Oak Creek Ln, Chino Valley, AZ 86323",11/29/2022
-111.86126,34.567816,"$425,000","1,686","395 W Hereford Dr, Camp Verde, AZ 86322",12/20/2022
-111.977424,34.715114,"$425,000","1,622","4641 E Bird Ln, Cottonwood, AZ 86326",8/22/2022
-111.980962,34.706333,"$425,000","1,470","4183 E Comanche Dr, Cottonwood, AZ 86326",1/5/2023
-112.339148,34.648457,"$425,000","1,542","7023 E Horizon Way, Prescott Valley, AZ 86315",12/28/2022
-112.342765,34.620382,"$425,000","1,501","5412 N Bronco Ln, Prescott Valley, AZ 86314",12/6/2022
-112.466098,34.590758,"$425,000","1,372","2834 Ithaca Dr, Prescott, AZ 86301",9/29/2022
-112.35298,34.61081,"$425,000","1,643","6388 E Andover Ln, Prescott Valley, AZ 86314",10/13/2022
-112.435782,34.75505,"$425,000","1,635","1689 Stratford Pl, Chino Valley, AZ 86323",2/9/2023
-112.001338,34.729017,"$425,000","1,345","520 S Good Path, Cottonwood, AZ 86326",8/22/2022
-112.03448,34.753652,"$425,000","1,454","1505 Black Bear Dr, Cottonwood, AZ 86326",11/8/2022
-112.355408,34.61017,"$425,000","1,446","4606 N Salem Pl, Prescott Valley, AZ 86314",1/3/2023
-112.355641,34.626017,"$425,000","1,486","6224 E Bower Ln, Prescott Valley, AZ 86314",1/13/2023
-112.354663,34.626575,"$425,000","1,374","5831 N Thornberry Dr, Prescott Valley, AZ 86314",12/5/2022
-112.346886,34.213209,"$425,000","2,200","6738 E Ash Dr, Crown King, AZ 86343",9/16/2022
-111.979217,34.694658,"$427,000","1,483","2427 S Lariat Cir, Cottonwood, AZ 86326",11/9/2022
-111.77686,34.515118,"$427,000","1,679","4391 E Valley View Rd, Camp Verde, AZ 86322",9/26/2022
-112.307679,34.622637,"$427,500","2,075","5525 N Concho Dr, Prescott Valley, AZ 86314",12/7/2022
-112.238052,34.554416,"$428,500","1,496","13006 E Sandoval St, Dewey, AZ 86327",12/8/2022
-112.238041,34.554399,"$428,500","1,496","13006 E Sandoval St UNIT 5, Dewey, AZ 86327",12/8/2022
-112.462557,34.60479,"$429,000","2,030","3325 Rose Ln, Prescott, AZ 86305",10/21/2022
-112.477923,34.565607,"$429,000","1,446","720 Whetstine Ave, Prescott, AZ 86301",11/29/2022
-112.332866,34.655927,"$429,000","1,593","7866 N Music Mountain Ln, Prescott Valley, AZ 86315",10/20/2022
-112.352671,34.611035,"$429,000","1,626","6406 E Andover Ln, Prescott Valley, AZ 86314",10/20/2022
-112.441595,34.755773,"$429,000","1,967","1042 Allerton Way, Chino Valley, AZ 86323",1/12/2023
-112.354057,34.625706,"$429,000","1,435","5765 N Thornberry Dr, Prescott Valley, AZ 86314",11/10/2022
-112.352701,34.61103,"$429,000","1,626","6406 E Andover Ln LOT 702, Prescott Valley, AZ 86314",10/20/2022
-112.007,34.707592,"$429,500","3,848","1790 S Carpenter Ln, Cottonwood, AZ 86326",12/14/2022
-111.913042,34.746052,"$429,500","1,200","10355 E Oak Creek Valley Dr, Cornville, AZ 86325",10/28/2022
-112.356576,34.609693,"$429,500","1,442","4628 N Salem Pl, Prescott Valley, AZ 86314",1/20/2023
-112.480344,34.577211,"$429,900","1,258","2055 Douglas Ln, Prescott, AZ 86301",9/27/2022
-112.275798,34.560007,"$429,900","1,700","10882 E Singletree Trl, Dewey, AZ 86327",2/10/2023
-112.049593,34.74356,"$429,900","1,439","361 Casner Dr, Clarkdale, AZ 86324",8/25/2022
-112.397173,34.555647,"$430,000","1,818","688 Star Rock Dr, Prescott, AZ 86301",12/1/2022
-112.38747,34.556468,"$430,000","1,710","665 Sunrise Blvd, Prescott, AZ 86301",10/4/2022
-112.312263,34.592278,"$430,000","1,506","3414 N Catherine Dr, Prescott Valley, AZ 86314",10/4/2022
-112.307392,34.621327,"$430,000","1,824","5426 N Ranger Rd, Prescott Valley, AZ 86314",8/18/2022
-112.403273,34.546506,"$430,000","1,236","232 Barcelona Way, Prescott, AZ 86303",1/30/2023
-112.471314,34.573491,"$430,000","1,469","1975 Catalpa Cir, Prescott, AZ 86301",9/26/2022
-112.334312,34.648717,"$430,000","1,858","7433 E Mingus Trl, Prescott Valley, AZ 86315",1/13/2023
-112.022416,34.72649,"$430,000","1,896","646 Silver Springs Cir, Cottonwood, AZ 86326",1/12/2023
-112.338441,34.646891,"$430,000","1,673","7223 N Viewscape Dr, Prescott Valley, AZ 86315",11/29/2022
-112.026562,34.722007,"$430,000","1,615","983 S Tigres Trl, Cottonwood, AZ 86326",1/18/2023
-112.34507,34.620001,"$430,000","1,442","5373 N Bremont Way, Prescott Valley, AZ 86314",9/21/2022
-112.349191,34.627524,"$430,000","1,358","6585 E Kilkenny Pl, Prescott Valley, AZ 86314",10/28/2022
-112.34306,34.559781,"$430,000","1,386","1155 N Hobble Strap St, Prescott Valley, AZ 86314",10/27/2022
-112.36126,34.484961,"$430,000","1,472","6101 E Bannie Mine Rd, Prescott, AZ 86303",10/28/2022
-112.04663,34.728643,"$430,000","1,689","501 Glenshire Ln, Cottonwood, AZ 86326",9/7/2022
-112.05474,34.767916,"$430,000","1,702","509 Hudgens Ln, Clarkdale, AZ 86324",10/20/2022
-112.349172,34.627507,"$430,000","1,358","6585 E Kilkenny Pl LOT 415, Prescott Valley, AZ 86314",10/28/2022
-112.381206,34.541202,"$431,800","1,144","177 S Lynx Creek Rd, Prescott, AZ 86303",9/12/2022
-112.441147,34.576186,"$432,000","1,553","1494 Marvin Gardens Ln, Prescott, AZ 86301",9/16/2022
-112.34046,34.653529,"$432,700","1,485","7083 E Scenic Vis, Prescott Valley, AZ 86315",1/27/2023
-112.493615,34.471898,"$435,000","1,138","1649 W Pine Cone Way, Prescott, AZ 86303",9/2/2022
-112.73963,34.007387,"$435,000","1,384","37455 S Rincon Rd, Wickenburg, AZ 85390",9/12/2022
-112.049919,34.743559,"$435,000","1,510","381 Casner Dr, Clarkdale, AZ 86324",12/29/2022
-111.984876,34.708158,"$435,000","1,413","3854 E El Paso Dr, Cottonwood, AZ 86326",2/6/2023
-111.877751,34.729382,"$435,000","3,768","13505 E Rindone Ln, Cottonwood, AZ 86325",10/4/2022
-112.461658,34.599171,"$435,000","1,548","3325 Orchid Way, Prescott, AZ 86305",11/1/2022
-111.969832,34.728547,"$435,000","1,449","581 S Santa Fe Trl, Sedona, AZ 86325",10/24/2022
-112.800147,34.039952,"$435,000","1,545","4340 Cutter Ln, Wickenburg, AZ 85390",10/11/2022
-112.436574,34.644944,"$435,000","1,380","1368 Woodpecker Way, Prescott, AZ 86305",12/8/2022
-112.340692,34.655414,"$436,500","1,399","7824 N Painted Vista Dr, Prescott Valley, AZ 86315",8/17/2022
-112.304587,34.600815,"$437,000","1,444","4160 N Cholla Dr, Prescott Valley, AZ 86314",10/11/2022
-112.438576,34.751394,"$437,500","1,930","1500 Bainbridge Ln, Chino Valley, AZ 86323",12/23/2022
-112.307567,34.625082,"$439,000","1,474","5701 N Concho Dr, Prescott Valley, AZ 86314",9/28/2022
-112.462523,34.599518,"$439,000","1,479","3302 Orchid Way, Prescott, AZ 86305",9/1/2022
-112.49749,34.795628,"$439,000","1,547","2829 W Hilltop Rd, Chino Valley, AZ 86323",10/11/2022
