X,Y,Price,Square_Feet,Address,Date_Sold
-112.233418,34.670894,"$705,000","2,285","8945 N Briley St, Prescott Valley, AZ 86315",9/8/2022
-112.46212,34.750198,"$705,000","1,082","390 Messenger Ln, Chino Valley, AZ 86323",10/24/2022
-112.466522,34.532317,"$705,000","2,008","605 Wilderness Poin LOT 13, Prescott, AZ 86303",8/29/2022
-112.326908,34.570619,"$707,500","2,614","1915 N Bittersweet Way, Prescott Valley, AZ 86314",9/20/2022
-112.456131,34.623846,"$708,000","2,098","815 Thicket Ln, Prescott, AZ 86305",9/27/2022
-112.486016,34.530275,"$710,000","3,075","945 Ponderosa Trl, Prescott, AZ 86303",11/17/2022
-112.503905,34.525465,"$710,000","2,618","655 Thunderbird Dr, Prescott, AZ 86303",11/23/2022
-111.878704,34.594787,"$710,000","2,018","1756 N Rustler Trl, Camp Verde, AZ 86322",9/19/2022
-111.860049,34.537521,"$710,000","2,252","307 W Pheasant Run Cir, Camp Verde, AZ 86322",1/30/2023
-112.484814,34.580945,"$710,000","2,150","944 Santa Fe Cir, Prescott, AZ 86305",12/27/2022
-111.757204,34.785316,"$710,000","2,244","200 Rojo Vista Ct, Sedona, AZ 86351",9/26/2022
-112.440276,34.905883,"$710,000","2,671","1640 E Verde Ranch Rd, Paulden, AZ 86334",11/22/2022
-112.366957,34.60721,"$710,000","2,109","5548 E Killen Loop, Prescott Valley, AZ 86314",10/10/2022
-112.343129,34.656676,"$710,000","2,506","6925 Manzella Ct, Prescott Valley, AZ 86315",1/6/2023
-112.365297,34.611657,"$710,195","2,322","4769 N Yorkshire Loop, Prescott Valley, AZ 86314",8/31/2022
-112.055229,34.762425,"$712,179","2,260","516 Powder Box Rd, Clarkdale, AZ 86324",10/3/2022
-112.365606,34.606853,"$713,906","2,203","5506 E Killen Loop, Prescott Valley, AZ 86314",11/9/2022
-112.495035,34.597749,"$716,000","2,138","3048 Southpark, Prescott, AZ 86305",9/29/2022
-111.921206,34.705004,"$718,000","2,767","1920 S Loy Rd, Cornville, AZ 86325",11/23/2022
-112.50849,34.638253,"$719,000","2,453","6647 N Harris Dr, Prescott, AZ 86305",10/10/2022
-112.506047,34.567639,"$719,000","1,987","1586 Stone Trl, Prescott, AZ 86305",8/24/2022
-111.974917,34.698111,"$720,000","2,974","1550 S Rio Verde Ln, Cottonwood, AZ 86322",1/30/2023
-111.962636,34.721626,"$720,000","2,931","970 S Sandstone Ct, Cornville, AZ 86325",9/15/2022
-112.480664,34.530515,"$720,000","2,741","626 Tiburon Dr, Prescott, AZ 86303",9/1/2022
-111.96401,34.721962,"$720,000","2,624","5840 E Sunset Point Dr, Cornville, AZ 86325",9/15/2022
-112.477278,34.74122,"$720,000","2,355","253 Mackenzie Rose Dr, Chino Valley, AZ 86323",11/17/2022
-112.248787,34.678483,"$720,000","2,051","12300 E Red Cloud Rd, Prescott Valley, AZ 86315",11/17/2022
-112.054512,34.762177,"$722,530","2,260","511 Powder Box Rd, Clarkdale, AZ 86324",9/21/2022
-112.401416,34.627428,"$724,000","1,963","3291 Dells Canyon Dr, Prescott, AZ 86301",11/23/2022
-112.515988,34.559535,"$725,000","2,395","2176 Meander, Prescott, AZ 86305",8/18/2022
-112.511755,34.892422,"$725,000","1,989","2340 W Curtis Ranch Rd, Paulden, AZ 86334",11/10/2022
-111.790834,34.867996,"$725,000","1,497","280 Mountain Shadows Dr, Sedona, AZ 86336",10/19/2022
-112.451568,34.625959,"$725,000","1,964","935 Pinon Oak Dr, Prescott, AZ 86305",8/26/2022
-112.479229,34.583134,"$725,000","2,351","2258 Mission Way, Prescott, AZ 86301",10/21/2022
-112.486479,34.863934,"$725,000","2,293","1045 W Gunsite Rd, Paulden, AZ 86334",9/26/2022
-112.448657,34.592264,"$725,000","1,925","1747 Ascott St, Prescott, AZ 86301",10/25/2022
-111.762768,34.772383,"$725,000","1,951","70 Monterey Cir, Sedona, AZ 86351",9/29/2022
-112.327001,34.663299,"$727,000","2,147","8364 N Eland Dr, Prescott Valley, AZ 86315",2/6/2023
-112.419127,34.624449,"$728,000","1,888","5172 Autumn Leaf Ln, Prescott, AZ 86301",8/30/2022
-112.389618,34.625366,"$729,500","2,190","5311 Rocky Vista Dr, Prescott, AZ 86301",12/29/2022
-112.442473,34.62656,"$730,000","2,438","5858 Honeysuckle Rd, Prescott, AZ 86305",10/21/2022
-111.85758,34.830703,"$730,000","1,546","5 Michaels Ranch Dr, Sedona, AZ 86336",12/28/2022
-111.758369,34.77885,"$730,000","1,698","20 Cascabel Ct, Sedona, AZ 86351",1/6/2023
-112.248414,34.674859,"$730,000","1,907","9190 N Concho St, Prescott Valley, AZ 86315",12/9/2022
-112.40123,34.628736,"$732,500","2,038","3296 Cliff Edge Dr, Prescott, AZ 86301",9/8/2022
-112.456596,34.621827,"$734,000","2,341","805 Panicum Dr, Prescott, AZ 86305",10/21/2022
-112.456584,34.621809,"$734,000","2,341","805 Panicum Dr LOT 322, Prescott, AZ 86305",10/21/2022
-112.504451,34.516839,"$735,000","1,984","1890 Timber Point E, Prescott, AZ 86303",8/22/2022
-112.399577,34.566573,"$735,000","2,177","1042 Trouble Shooter Ln, Prescott, AZ 86301",9/19/2022
-112.374827,34.555333,"$735,000","1,981","805 N Peak View Way, Prescott, AZ 86303",9/19/2022
-112.420904,34.625045,"$735,000","2,162","5173 Porter Creek Dr, Prescott, AZ 86301",1/12/2023
-112.39527,34.62812,"$735,000","2,268","5359 Crescent Edge Dr, Prescott, AZ 86301",12/12/2022
-112.23588,34.669104,"$736,700","2,280","8801 N Roughrider Rd, Prescott Valley, AZ 86315",1/18/2023
-112.231967,34.671545,"$737,000","2,285","13285 E Musket Rd, Prescott Valley, AZ 86315",12/19/2022
-111.758718,34.784848,"$738,000","2,250","25 Rojo Vista Ct, Sedona, AZ 86351",12/27/2022
-112.487093,34.530477,"$739,000","1,737","720 Kopavi Trl, Prescott, AZ 86303",9/29/2022
-112.39187,34.624957,"$739,000","2,148","5389 Rocky Vista Dr, Prescott, AZ 86301",8/25/2022
-112.486821,34.529362,"$740,000","2,745","810 Kopavi Trl, Prescott, AZ 86303",9/28/2022
-112.452173,34.624365,"$740,000","1,836","910 Malva Ct, Prescott, AZ 86305",10/10/2022
-112.45849,34.627494,"$740,000","2,241","5925 Symphony Dr, Prescott, AZ 86305",9/27/2022
-112.01012,34.687686,"$740,000","2,038","2865 S Quail Canyon Rd, Cottonwood, AZ 86326",11/10/2022
-112.455786,34.592238,"$741,259","2,271","2800 Brooks Range, Prescott, AZ 86301",12/14/2022
-112.477673,34.537,"$742,000","1,498","345 Park Ave, Prescott, AZ 86303",9/14/2022
-112.576355,34.72456,"$742,240","2,081","12560 Nola Cir, Prescott, AZ 86305",11/29/2022
-112.573608,34.729747,"$744,863","2,557","5930 Frederick Rd W #160, Prescott, AZ 86305",8/23/2022
-112.505908,34.656229,"$745,000","2,320","2337 W Charteroak Dr, Prescott, AZ 86305",9/13/2022
-112.391146,34.556024,"$745,000","2,744","4886 Antelope Dr, Prescott, AZ 86301",10/17/2022
-112.498786,34.597932,"$745,000","2,201","1831 W Yampa Dr, Prescott, AZ 86305",10/4/2022
-111.758159,34.78898,"$745,000","1,805","56 Pinon Woods Dr, Sedona, AZ 86351",11/7/2022
-112.416783,34.529711,"$746,000","3,285","611 Autumn Oak Way, Prescott, AZ 86303",10/17/2022
-112.301539,34.728578,"$748,000","2,608","12875 N Bent Spur Ct, Prescott Valley, AZ 86315",9/2/2022
-112.509041,34.560829,"$748,342","2,318","1455 Vale Ln, Prescott, AZ 86305",12/5/2022
-111.753501,34.781631,"$748,522","1,918","200 Concho Dr, Sedona, AZ 86351",11/23/2022
-112.475478,34.742304,"$749,900","2,327","207 Brenna Dr, Chino Valley, AZ 86323",10/7/2022
-112.432522,34.580288,"$749,988","3,151","1512 Varsity Dr, Prescott, AZ 86301",10/17/2022
-112.462917,34.5393,"$750,000","1,730","213 S Mount Vernon Ave, Prescott, AZ 86303",9/28/2022
-111.771667,34.775931,"$750,000","1,538","190 Creek Rock Rd, Sedona, AZ 86351",10/5/2022
-112.816067,34.046784,"$750,000","2,077","34750 S Highway 89, Wickenburg, AZ 85390",11/21/2022
-112.489424,34.527198,"$750,000","2,472","830 S Arroyo Dr, Prescott, AZ 86303",9/30/2022
-112.444254,34.570672,"$750,000","3,532","1696 States St, Prescott, AZ 86301",11/10/2022
-112.113936,34.750262,"$750,000","2,898","40 Rich St, Jerome, AZ 86331",12/29/2022
-112.50053,34.517265,"$750,000","2,566","1744 Rolling Hills Dr, Prescott, AZ 86303",10/26/2022
-112.327101,34.559042,"$750,000","2,132","1134 N Stack Rock Rd, Prescott Valley, AZ 86314",8/17/2022
-112.450357,34.591176,"$750,000","1,956","1722 Trinity Rose Dr, Prescott, AZ 86301",12/22/2022
-112.46766,34.536762,"$750,000","1,250","332 &amp; 334 S Marina St, Prescott, AZ 86303",11/18/2022
-112.423582,34.635878,"$750,500","2,257","2029 Golf Links Dr, Prescott, AZ 86301",10/28/2022
-111.818734,34.861323,"$753,000","1,721","55 Calle Del Medio, Sedona, AZ 86336",11/14/2022
-112.463369,34.565843,"$755,000","3,043","1502 Eagle Ridge Rd, Prescott, AZ 86301",9/9/2022
-112.445267,34.717132,"$755,000","2,669","1100 E Road 4 S, Chino Valley, AZ 86323",12/12/2022
-111.793209,34.860611,"$755,000","1,720","185 Ross Rd, Sedona, AZ 86336",1/18/2023
-112.32792,34.646891,"$755,000","2,302","7233 N Lucky Shoe Way, Prescott Valley, AZ 86315",12/12/2022
-112.445267,34.717132,"$755,000","2,900","1100 4th Rd, Chino Valley, AZ 86323",12/12/2022
-112.482087,34.535535,"$757,000","1,694","836 Fairview Ave, Prescott, AZ 86303",11/15/2022
-112.456317,34.530265,"$759,900","2,868","779 Devereaux Dr, Prescott, AZ 86303",9/2/2022
-112.414992,34.535152,"$760,000","2,624","3035 Rainbow Ridge Dr, Prescott, AZ 86303",11/15/2022
-112.447788,34.578861,"$760,000","1,990","1255 Brookhaven, Prescott, AZ 86301",8/25/2022
-112.298804,34.717081,"$760,000","2,808","9470 E Dutchmans Cv, Prescott Valley, AZ 86315",12/2/2022
-112.443442,34.571178,"$760,000","2,218","1303 Raindagger Dr, Prescott, AZ 86301",10/11/2022
-112.05573,34.761878,"$760,075","1,790","551 Centerville Rd, Clarkdale, AZ 86324",12/5/2022
-112.459288,34.570975,"$765,000","3,030","1674 Eagle Clf, Prescott, AZ 86301",1/5/2023
-112.393081,34.626735,"$765,000","1,993","5311 Crescent Edge Dr, Prescott, AZ 86301",11/30/2022
-112.366028,34.607358,"$765,000","2,360","5519 E Killen Loop, Prescott Valley, AZ 86314",10/20/2022
-112.370031,34.611903,"$765,878","2,189","4665 E Cheshire Loop, Prescott Valley, AZ 86314",12/23/2022
-112.054482,34.762495,"$766,010","2,127","507 Powder Box Rd, Clarkdale, AZ 86324",8/24/2022
-112.35143,34.694253,"$768,000","2,598","10231 N High Plains Trl, Prescott Valley, AZ 86315",1/26/2023
-112.333174,34.56317,"$769,000","2,495","7558 E Traders Trl, Prescott Valley, AZ 86314",11/10/2022
-112.514382,34.660574,"$770,000","2,168","2755 W Willow Oak Rd, Prescott, AZ 86305",11/30/2022
-112.458133,34.590865,"$770,000","2,300","780 Mines Pass, Prescott, AZ 86301",12/5/2022
-112.468136,34.515926,"$770,000","2,170","1685 Valley Ranch Cir, Prescott, AZ 86303",2/3/2023
-112.478475,34.740653,"$770,000","2,186","286 Mackenzie Rose Dr, Chino Valley, AZ 86323",9/14/2022
-112.442984,34.576588,"$770,500","2,442","479 Bloomingdale Dr, Prescott, AZ 86301",12/28/2022
-112.055527,34.76197,"$771,189","1,724","524 Powder Box Rd, Clarkdale, AZ 86324",11/17/2022
-111.774533,34.772487,"$771,500","2,334","115 Bent Tree Dr, Sedona, AZ 86351",10/18/2022
-112.568673,34.756062,"$772,500","1,893","5689 W Johnny Mullins Dr, Prescott, AZ 86305",8/18/2022
-111.763166,34.772034,"$774,101","1,799","103 Monterey Cir, Sedona, AZ 86351",9/26/2022
-112.469704,34.51558,"$775,000","2,588","1555 Kaibab N, Prescott, AZ 86303",12/13/2022
-112.331279,34.566775,"$775,000","3,487","7651 E Bravo Ln, Prescott Valley, AZ 86314",11/11/2022
-112.327024,34.565234,"$775,000","2,518","7874 E Bravo Ln, Prescott Valley, AZ 86314",9/22/2022
-112.281524,34.702637,"$775,000","2,506","11075 N Rowdy Bunch Pass, Prescott Valley, AZ 86315",1/27/2023
-112.331844,34.66594,"$775,000","2,234","8475 N Cyclone Dr, Prescott Valley, AZ 86315",8/29/2022
-112.393174,34.622324,"$775,000","2,258","5217 Sweeping Granite Way, Prescott, AZ 86301",10/31/2022
-112.327074,34.565255,"$775,000","2,518","7874 E Bravo Ln LOT 314, Prescott Valley, AZ 86314",9/22/2022
-112.331262,34.566795,"$775,000","3,487","7651 E Bravo Ln LOT 274, Prescott Valley, AZ 86314",11/10/2022
-112.464275,34.540933,"$780,000","1,446","123 S Pleasant St, Prescott, AZ 86303",9/14/2022
-112.018457,34.689726,"$780,000","2,481","2755 S Peaktop View Dr, Cottonwood, AZ 86326",12/29/2022
-112.23465,34.669575,"$781,000","2,196","13097 E Belgian Way, Prescott Valley, AZ 86315",10/14/2022
-112.506839,34.564817,"$783,000","2,581","1914 Sunnyside, Prescott, AZ 86305",8/31/2022
-112.47744,34.584322,"$785,000","4,225","2406 Paul Pl, Prescott, AZ 86301",11/28/2022
-112.393244,34.623891,"$785,000","2,244","5247 Sweeping Granite Way, Prescott, AZ 86301",12/16/2022
-112.506466,34.566942,"$785,000","2,101","1967 Crossroads, Prescott, AZ 86305",9/22/2022
-112.506462,34.566949,"$785,000","2,101","1967 Crossroads LOT 29, Prescott, AZ 86305",9/22/2022
-111.788517,34.875338,"$787,000","2,198","400 Flaming Arrow Way, Sedona, AZ 86336",10/14/2022
-112.546463,34.689243,"$789,000","1,808","4530 W Old Stage Rd, Prescott, AZ 86305",8/22/2022
-111.788971,34.857629,"$789,000","1,674","375 Inspirational Dr, Sedona, AZ 86336",9/23/2022
-112.054392,34.762872,"$789,195","2,450","503 Powder Box Rd, Clarkdale, AZ 86324",8/24/2022
-112.528351,34.571325,"$789,500","2,806","2880 W Crestview Dr, Prescott, AZ 86305",2/1/2023
-111.801615,34.867248,"$790,000","2,265","6 Whitetail Ln, Sedona, AZ 86336",1/17/2023
-112.496125,34.635593,"$795,000","1,908","1760 W Oneal Rd, Prescott, AZ 86305",12/16/2022
-112.494014,34.514007,"$795,000","2,832","1274 W Coyote Run Trl, Prescott, AZ 86303",8/18/2022
-111.916175,34.687163,"$795,000","3,244","10080 E Crozier Ranch Rd, Cornville, AZ 86325",11/4/2022
-112.278965,34.562114,"$795,000","4,062","10716 E Straight Arrow Rd, Dewey, AZ 86327",1/17/2023
-112.46428,34.576164,"$795,000","2,656","1934 Pinnacle Ln, Prescott, AZ 86301",9/29/2022
-112.365956,34.607874,"$796,000","2,785","5669 E Ellsworth Ln, Prescott Valley, AZ 86314",11/18/2022
-112.288383,34.702878,"$797,000","2,367","11124 N Patagonia Ct, Prescott Valley, AZ 86315",10/14/2022
-112.23043,34.671191,"$797,000","2,550","8924 N Cannonball Ct, Prescott Valley, AZ 86315",12/14/2022
-111.754526,34.782672,"$798,000","2,341","92 Stone Cir, Sedona, AZ 86351",12/20/2022
-112.516151,34.662897,"$799,000","2,442","2855 W Willow Oak Rd, Prescott, AZ 86305",11/30/2022
-112.41832,34.529703,"$799,000","3,456","611 Heather Brook Cir, Prescott, AZ 86303",9/15/2022
-112.028668,34.583154,"$799,000","1,415","10001 W Cherry Creek Rd, Dewey, AZ 86327",9/8/2022
-112.234258,34.671017,"$799,000","2,700","13164 E Rifle Way, Prescott Valley, AZ 86315",9/8/2022
-112.39201,34.625628,"$799,000","2,374","5386 Rocky Vista Dr, Prescott, AZ 86301",11/1/2022
-112.802591,34.045269,"$799,000","2,161","3396 Phantom St, Wickenburg, AZ 85390",2/10/2023
-112.346946,34.659843,"$799,000","2,580","9237 N Copperfield Pkwy, Prescott Valley, AZ 86315",1/9/2023
-112.336019,34.651218,"$799,000","2,613","6924 E Mountain Dr, Prescott Valley, AZ 86315",10/20/2022
-112.351626,34.69631,"$799,900","2,456","10650 N High Plains Trl LOT 6, Prescott Valley, AZ 86315",9/7/2022
-112.351626,34.69631,"$799,900","2,456","10650 N High Plains Trl, Prescott Valley, AZ 86315",9/7/2022
-112.487154,34.763551,"$800,000","2,168","2235 W Canta Libre Rd, Chino Valley, AZ 86323",11/8/2022
-111.922859,34.741456,"$800,000","2,553","9365 E Rolling Stone Ln, Cornville, AZ 86325",12/20/2022
-112.393151,34.5697,"$800,000","2,318","1993 Sharp Shooter Ln, Prescott, AZ 86301",8/29/2022
-112.364954,34.608743,"$802,975","3,100","5715 E Killen Loop, Prescott Valley, AZ 86314",9/30/2022
-112.339249,34.568949,"$803,000","3,312","1819 N Bluff Top Dr, Prescott Valley, AZ 86314",11/30/2022
-112.506117,34.52284,"$805,000","2,553","835 Malia Way, Prescott, AZ 86303",12/15/2022
-112.34472,34.695291,"$805,000","2,636","6850 E Wade Ln, Prescott Valley, AZ 86315",11/18/2022
-112.364652,34.611082,"$806,280","2,430","4792 N Yorkshire Loop, Prescott Valley, AZ 86314",9/29/2022
-112.343719,34.693911,"$807,000","2,650","10490 N Joy Ranch Rd LOT 3, Prescott Valley, AZ 86315",9/21/2022
-112.343719,34.693911,"$807,000","2,650","10490 N Joy Ranch Rd, Prescott Valley, AZ 86315",9/21/2022
-112.370327,34.610786,"$807,729","2,672","4654 E Cheshire Loop, Prescott Valley, AZ 86314",9/13/2022
-112.409966,34.476925,"$810,000","2,486","3032 E Pine Meadow Rd, Prescott, AZ 86303",10/26/2022
-112.062774,34.74654,"$810,000","2,550","1800 Minerich Rd, Clarkdale, AZ 86324",9/27/2022
-112.802056,34.028321,"$810,000","2,276","3693 Quartz Cir, Wickenburg, AZ 85390",2/3/2023
-112.561144,34.769403,"$810,000","2,427","4850 W Three Forks Rd, Prescott, AZ 86305",10/24/2022
-112.336019,34.651218,"$812,200","2,613","6784 E Mountain Dr, Prescott Valley, AZ 86315",10/28/2022
-112.510521,34.559845,"$813,000","2,315","1432 Crowning Poin, Prescott, AZ 86305",12/26/2022
-112.388657,34.565204,"$814,000","2,540","968 Sunrise Blvd, Prescott, AZ 86301",1/17/2023
-111.794083,34.86963,"$815,000","1,817","10 Silex Cir, Sedona, AZ 86336",11/18/2022
-112.456153,34.59208,"$815,000","2,456","2931 Trail Walk, Prescott, AZ 86301",10/21/2022
-112.794398,34.040021,"$815,000","2,390","3095 Tapaderos Dr, Wickenburg, AZ 85390",8/22/2022
-112.336222,34.676591,"$815,000","2,590","7341 E Whisper Ranch Rd, Prescott Valley, AZ 86315",10/14/2022
-112.396512,34.565706,"$816,000","2,362","1003 Rough Diamond Dr, Prescott, AZ 86301",9/20/2022
-112.469146,34.520947,"$817,000","3,081","1265 Coyote Rd, Prescott, AZ 86303",1/4/2023
-112.451474,34.591166,"$817,000","2,185","1717 Ascott St, Prescott, AZ 86301",9/15/2022
-112.403302,34.62532,"$817,000","2,112","5216 Scenic Crest Way, Prescott, AZ 86301",11/10/2022
-112.454133,34.592378,"$819,622","2,205","816 Royal Tulips St, Prescott, AZ 86301",11/30/2022
-112.307954,34.658787,"$820,000","2,753","8820 E Slash Arrow Dr, Prescott Valley, AZ 86315",9/7/2022
-112.400159,34.552272,"$820,000","3,149","515 Shadow Mountain Dr, Prescott, AZ 86301",10/27/2022
-112.47932,34.58209,"$820,000","3,098","2234 Whitetail Ln, Prescott, AZ 86301",1/11/2023
-112.501539,34.514744,"$825,000","3,229","1718 Rolling Hills Dr, Prescott, AZ 86303",1/26/2023
-112.463236,34.626408,"$825,000","2,141","680 Sesame St, Prescott, AZ 86305",12/28/2022
-112.211902,34.680034,"$825,000","2,505","14555 E Explorer Ln, Prescott Valley, AZ 86315",10/3/2022
-112.248108,34.682041,"$825,000","2,415","12350 E Side Saddle Ln, Prescott Valley, AZ 86315",11/14/2022
-112.347373,34.696834,"$825,000","2,608","10675 N Steel Rd, Prescott Valley, AZ 86315",10/21/2022
-112.34723,34.695307,"$825,000","2,608","10657 N Steel Rd, Prescott Valley, AZ 86315",10/21/2022
-111.758462,34.767693,"$825,000","2,588","25 W Tonto Rim Dr, Sedona, AZ 86351",1/20/2023
-112.459414,34.593601,"$829,700","2,435","2989 Noble Star Dr, Prescott, AZ 86301",11/10/2022
-111.774868,34.77263,"$830,000","1,992","125 Bent Tree Dr, Sedona, AZ 86351",12/20/2022
-111.787048,34.866342,"$830,000","2,147","25 Mission Cir, Sedona, AZ 86336",9/28/2022
-112.401667,34.543499,"$830,000","1,986","3605 Lynx Meadow Dr, Prescott, AZ 86303",9/15/2022
-112.508787,34.562543,"$830,000","2,328","1478 Sierry Peaks Dr, Prescott, AZ 86305",9/16/2022
-112.521413,34.770004,"$834,000","2,614","4125 W Macondo Trl, Chino Valley, AZ 86323",9/12/2022
-111.808898,34.857207,"$835,000","2,402","170 Table Top Rd, Sedona, AZ 86336",11/16/2022
-112.335857,34.560716,"$835,000","3,654","7445 E Weaver Way, Prescott Valley, AZ 86314",11/15/2022
-112.34801,34.690864,"$835,000","2,628","10250 N Steel Rd, Prescott Valley, AZ 86315",10/19/2022
-112.240387,34.685611,"$837,000","2,465","9915 N Echo Ridge Cir, Prescott Valley, AZ 86315",12/1/2022
-112.407844,34.543458,"$839,000","2,562","26 N Woodridge Cir, Prescott, AZ 86303",11/28/2022
-112.486579,34.616434,"$840,000","2,536","1224 Fremont Ct, Prescott, AZ 86305",12/19/2022
-111.769704,34.783554,"$840,000","1,768","235 Fairway Oaks Dr, Sedona, AZ 86351",10/26/2022
-112.43804,34.583391,"$840,000","2,707","1705 Commonwealth St, Prescott, AZ 86301",11/17/2022
-111.783544,34.627574,"$840,000","3,154","3835 E Montezuma Ave, Rimrock, AZ 86335",1/12/2023
-112.502208,34.586453,"$841,037","2,971","2485 N Shadow Valley Ranch Trl, Prescott, AZ 86305",11/22/2022
-112.445669,34.576333,"$849,500","2,791","422 Bloomingdale Dr, Prescott, AZ 86301",8/30/2022
-112.370876,34.610244,"$849,693","2,349","4679 E Alma Ln, Prescott Valley, AZ 86314",12/16/2022
-112.50181,34.590219,"$849,900","2,547","1930 W Shadow Valley Dr, Prescott, AZ 86305",11/14/2022
-112.059886,34.751851,"$849,900","3,887","1400 Old Jerome Hwy, Clarkdale, AZ 86324",12/2/2022
-112.523648,34.571169,"$850,000","3,017","1768 Ramsgate Dr, Prescott, AZ 86305",8/25/2022
-112.508888,34.664593,"$850,000","2,338","8450 N Valley Oak Dr, Prescott, AZ 86305",10/26/2022
-112.509944,34.54171,"$850,000","3,245","2099 Meadowbrook Rd, Prescott, AZ 86303",10/1/2022
-112.323415,34.70429,"$850,000","1,800","8025 E Mummy View Dr, Prescott Valley, AZ 86315",8/23/2022
-112.0665,34.748214,"$850,000","4,790","1651 Shiloh Trl, Clarkdale, AZ 86324",10/7/2022
-112.387633,34.551472,"$850,000","4,174","4955 Bear Way, Prescott, AZ 86301",12/16/2022
-112.242453,34.680023,"$850,000","2,622","12670 E Amble Way, Prescott Valley, AZ 86315",8/22/2022
-112.242421,34.680051,"$850,000","2,622","12670 E Amble Way LOT 12, Prescott Valley, AZ 86315",8/22/2022
-112.5762,34.727432,"$850,000","2,324","12680 N Gyda Cir, Prescott, AZ 86305",12/26/2022
-112.446129,34.577146,"$854,000","2,835","408 Isabelle Ln, Prescott, AZ 86301",1/3/2023
-112.509118,34.564746,"$855,000","3,633","1510 Sierry Springs Dr, Prescott, AZ 86305",10/26/2022
-112.401556,34.568964,"$857,500","2,142","4765 Sharp Shooter Way, Prescott, AZ 86301",1/17/2023
-111.805017,34.865233,"$859,000","1,664","160 Andante Dr, Sedona, AZ 86336",10/21/2022
-112.229994,34.671946,"$859,000","2,670","13406 E Cowboy Way, Prescott Valley, AZ 86315",11/11/2022
-112.457248,34.586314,"$860,000","3,784","839 S Lakeview Dr, Prescott, AZ 86301",2/9/2023
-112.281014,34.563119,"$862,500","2,725","1400 N Overlook Dr, Dewey, AZ 86327",10/5/2022
-111.786176,34.865872,"$865,000","2,403","30 San Patricio Dr, Sedona, AZ 86336",1/18/2023
-112.39513,34.62827,"$865,000","2,291","5357 Crescent Edge Dr, Prescott, AZ 86301",10/3/2022
-112.420715,34.623174,"$865,000","2,356","5104 Raindrop Rd, Prescott, AZ 86301",9/14/2022
-111.860562,34.535159,"$870,000","2,688","345 W Shill Rd, Camp Verde, AZ 86322",12/29/2022
-112.298058,34.671011,"$870,000","2,771","8903 N Grass Valley Ln, Prescott Valley, AZ 86315",12/18/2022
-112.487678,34.619448,"$872,000","4,139","4760 Fremont Dr, Prescott, AZ 86305",9/28/2022
-112.487642,34.619477,"$872,000","4,139","4760 Fremont Dr LOT 59, Prescott, AZ 86305",9/28/2022
-112.466072,34.529594,"$875,000","2,735","755 Scenic Pointe, Prescott, AZ 86303",12/14/2022
-112.506001,34.566786,"$875,000","2,494","1574 Stone Trl, Prescott, AZ 86305",9/22/2022
-111.817312,34.863955,"$875,000","1,566","30 Kachina Dr, Sedona, AZ 86336",10/17/2022
-112.013404,34.691894,"$875,000","2,942","2639 S Teresa Ln, Cottonwood, AZ 86326",11/29/2022
-112.466073,34.529545,"$875,000","2,735","755 Scenic Pointe LOT 58, Prescott, AZ 86303",12/14/2022
-112.484419,34.581329,"$875,900","2,538","930 Adobe Way, Prescott, AZ 86305",11/21/2022
-111.770758,34.778424,"$880,000","2,102","10 S House Rock Rd, Sedona, AZ 86351",11/14/2022
-111.781942,34.778253,"$885,000","2,772","620 Deer Pass Dr, Sedona, AZ 86351",8/31/2022
-112.394268,34.569649,"$885,000","2,274","4720 Sharp Shooter Way, Prescott, AZ 86301",8/29/2022
-111.770852,34.787572,"$885,000","2,140","345 Red Butte Dr, Sedona, AZ 86351",1/20/2023
-112.48507,34.582435,"$885,000","2,790","1007 Country Park Dr, Prescott, AZ 86305",10/11/2022
-112.325814,34.721082,"$885,000","3,008","7903 E Irwin Ranch Rd, Prescott Valley, AZ 86315",1/5/2023
-112.207466,34.68158,"$885,000","2,432","9700 N Sportsman Way, Prescott Valley, AZ 86315",9/30/2022
-111.890388,34.70443,"$888,000","1,994","1511 S Koch Ranch Rd, Cornville, AZ 86325",11/1/2022
-111.782124,34.836119,"$890,000","1,612","260 Cathedral Rock Trl, Sedona, AZ 86336",12/28/2022
-112.205756,34.674681,"$890,000","2,415","14475 E Territory Dr, Prescott Valley, AZ 86315",10/28/2022
-112.346946,34.659843,"$890,000","2,908","8623 N Copperfield Pkwy, Prescott Valley, AZ 86315",12/27/2022
-112.109698,34.748893,"$895,000","2,586","778 East Ave, Jerome, AZ 86331",10/28/2022
-112.154215,34.097592,"$895,000","3,053","32150 S Lisa Dr, Black Canyon City, AZ 85324",2/9/2023
-112.364256,34.551571,"$899,000","4,270","585 N Fitzmaurice Dr, Prescott, AZ 86303",10/29/2022
-112.454645,34.572487,"$899,000","2,671","1741 Birdsong, Prescott, AZ 86301",1/13/2023
-112.407121,34.623927,"$899,000","2,585","5220 Peavine View Trl, Prescott, AZ 86301",12/7/2022
-112.454645,34.572487,"$899,000","2,671","1741 Birdsong LOT 25, Prescott, AZ 86301",1/13/2023
-112.491659,34.534488,"$899,900","1,899","1110 Old Hassayampa Ln, Prescott, AZ 86303",8/18/2022
-112.532801,34.664066,"$900,000","1,982","3935 W Deer Trl, Prescott, AZ 86305",9/12/2022
-112.502834,34.669129,"$900,000","2,615","8800 N Live Oak Dr, Prescott, AZ 86305",11/23/2022
